station,station_slug,latitude,longitude,london_terminal,terminal_code,fastest_minutes,fastest_direct_minutes,change_at,typical_peak_minutes,peak_trains_per_hour,direct,operators
Loughborough,loughborough,52.778955,-1.195928,St Pancras,STP,74,74,,80,2.1,yes,"Thameslink, East Midlands Railway, Southeastern high speed"
Ramsgate,ramsgate,51.340805,1.406467,St Pancras,STP,74,74,,76,2.8,yes,"Thameslink, East Midlands Railway, Southeastern high speed"
Horsham,horsham,51.066065,-0.319269,St Pancras,STP,75,80,Three Bridges,82,2.4,no,"Thameslink, East Midlands Railway, Southeastern high speed"
Martin Mill,martin-mill,51.170678,1.348217,St Pancras,STP,75,75,,77,1.6,yes,"Thameslink, East Midlands Railway, Southeastern high speed"
Brighton,brighton,50.829005,-0.14128,St Pancras,STP,76,76,,82,4.0,yes,"Thameslink, East Midlands Railway, Southeastern high speed"
Teynham,teynham,51.333393,0.807426,St Pancras,STP,76,,Sittingbourne,,,no,"Thameslink, East Midlands Railway, Southeastern high speed"
Whitstable,whitstable,51.357583,1.033295,St Pancras,STP,76,76,,77,1.6,yes,"Thameslink, East Midlands Railway, Southeastern high speed"
Maidstone East,maidstone-east,51.27783,0.521295,St Pancras,STP,77,,Ashford International,,,no,"Thameslink, East Midlands Railway, Southeastern high speed"
Plumpton,plumpton,50.928663,-0.060181,St Pancras,STP,77,,Gatwick Airport,,,no,"Thameslink, East Midlands Railway, Southeastern high speed"
Preston Park,preston-park,50.845944,-0.155168,St Pancras,STP,77,77,,80,3.6,yes,"Thameslink, East Midlands Railway, Southeastern high speed"
Wadhurst,wadhurst,51.073461,0.313174,St Pancras,STP,77,,London Bridge,,,no,"Thameslink, East Midlands Railway, Southeastern high speed"
Shelford,shelford,52.148828,0.139981,St Pancras,STP,78,,Cambridge South,,,no,"Thameslink, East Midlands Railway, Southeastern high speed"
Whittlesford Parkway,whittlesford-parkway,52.103588,0.165617,St Pancras,STP,78,,Cambridge South,,,no,"Thameslink, East Midlands Railway, Southeastern high speed"
Ashurst,ashurst,51.128663,0.152652,St Pancras,STP,79,,East Croydon,,,no,"Thameslink, East Midlands Railway, Southeastern high speed"
Chestfield & Swalecliffe,chestfield-and-swalecliffe,51.360241,1.066931,St Pancras,STP,79,79,,110,0.8,yes,"Thameslink, East Midlands Railway, Southeastern high speed"
Minster,minster,51.329174,1.317217,St Pancras,STP,79,79,,,,yes,"Thameslink, East Midlands Railway, Southeastern high speed"
Ashtead,ashtead,51.317874,-0.307572,St Pancras,STP,80,,Sutton (London),,,no,"Thameslink, East Midlands Railway, Southeastern high speed"
Cooksbridge,cooksbridge,50.903756,-0.009203,St Pancras,STP,80,,Gatwick Airport,,,no,"Thameslink, East Midlands Railway, Southeastern high speed"
Banstead,banstead,51.329349,-0.213159,St Pancras,STP,81,,Sutton (London),,,no,"Thameslink, East Midlands Railway, Southeastern high speed"
Broadstairs,broadstairs,51.360675,1.433561,St Pancras,STP,81,81,,86,3.6,yes,"Thameslink, East Midlands Railway, Southeastern high speed"
Cambridge North,cambridge-north,52.224482,0.158479,St Pancras,STP,81,,Cambridge,,,no,"Thameslink, East Midlands Railway, Southeastern high speed"
Herne Bay,herne-bay,51.364593,1.117726,St Pancras,STP,81,81,,83,1.6,yes,"Thameslink, East Midlands Railway, Southeastern high speed"
Walmer,walmer,51.203322,1.382875,St Pancras,STP,81,81,,82,1.6,yes,"Thameslink, East Midlands Railway, Southeastern high speed"
West Malling,west-malling,51.292021,0.418653,St Pancras,STP,81,,London Blackfriars,,,no,"Thameslink, East Midlands Railway, Southeastern high speed"
Barming,barming,51.284895,0.478958,St Pancras,STP,82,,Ashford International,,,no,"Thameslink, East Midlands Railway, Southeastern high speed"
East Midlands Parkway,east-midlands-parkway,52.862501,-1.263232,St Pancras,STP,82,82,,89,2.9,yes,"Thameslink, East Midlands Railway, Southeastern high speed"
Grantham,grantham,52.906472,-0.64245,St Pancras,STP,82,,Stevenage,,,no,"Thameslink, East Midlands Railway, Southeastern high speed"
East Malling,east-malling,51.28581,0.43928,St Pancras,STP,84,,London Blackfriars,,,no,"Thameslink, East Midlands Railway, Southeastern high speed"
Leatherhead,leatherhead,51.298818,-0.333232,St Pancras,STP,84,,Sutton (London),,,no,"Thameslink, East Midlands Railway, Southeastern high speed"
Stonegate,stonegate,51.019968,0.363868,St Pancras,STP,84,,London Bridge,,,no,"Thameslink, East Midlands Railway, Southeastern high speed"
Deal,deal,51.223045,1.398847,St Pancras,STP,85,85,,86,1.6,yes,"Thameslink, East Midlands Railway, Southeastern high speed"
Epsom Downs,epsom-downs,51.323688,-0.238955,St Pancras,STP,85,,Sutton (London),,,no,"Thameslink, East Midlands Railway, Southeastern high speed"
Eridge,eridge,51.088966,0.201432,St Pancras,STP,85,,East Croydon,,,no,"Thameslink, East Midlands Railway, Southeastern high speed"
Lewes,lewes,50.870632,0.011331,St Pancras,STP,85,,Gatwick Airport,,,no,"Thameslink, East Midlands Railway, Southeastern high speed"
Audley End,audley-end,52.00444,0.207306,St Pancras,STP,86,,Cambridge South,,,no,"Thameslink, East Midlands Railway, Southeastern high speed"
Long Eaton,long-eaton,52.884988,-1.287521,St Pancras,STP,86,86,,89,1.7,yes,"Thameslink, East Midlands Railway, Southeastern high speed"
Waterbeach,waterbeach,52.262305,0.196791,St Pancras,STP,86,,Cambridge,,,no,"Thameslink, East Midlands Railway, Southeastern high speed"
Derby,derby,52.916548,-1.463355,St Pancras,STP,87,87,,97,2.1,yes,"Thameslink, East Midlands Railway, Southeastern high speed"
Great Chesterford,great-chesterford,52.059811,0.193521,St Pancras,STP,87,,Cambridge South,,,no,"Thameslink, East Midlands Railway, Southeastern high speed"
Margate,margate,51.385429,1.372003,St Pancras,STP,87,87,,92,3.6,yes,"Thameslink, East Midlands Railway, Southeastern high speed"
Hove,hove,50.835216,-0.170687,St Pancras,STP,88,,Brighton,,,no,"Thameslink, East Midlands Railway, Southeastern high speed"
Etchingham,etchingham,51.010546,0.442356,St Pancras,STP,89,,London Bridge,,,no,"Thameslink, East Midlands Railway, Southeastern high speed"
Birchington-on-Sea,birchington-on-sea,51.377493,1.301409,St Pancras,STP,90,90,,92,1.6,yes,"Thameslink, East Midlands Railway, Southeastern high speed"
Christs Hospital,christs-hospital,51.050686,-0.363556,St Pancras,STP,90,,East Croydon,,,no,"Thameslink, East Midlands Railway, Southeastern high speed"
Battersea Park,battersea-park,51.47696,-0.147533,Victoria,VIC,4,4,,4,8.8,yes,"Southeastern, Southern"
Clapham Junction,clapham-junction,51.464188,-0.170293,Victoria,VIC,6,6,,8,20.0,yes,"Southeastern, Southern"
Denmark Hill,denmark-hill,51.468203,-0.089361,Victoria,VIC,9,9,,10,4.0,yes,"Southeastern, Southern"
Balham,balham,51.443225,-0.152424,Victoria,VIC,12,12,,14,10.8,yes,"Southeastern, Southern"
Wandsworth Common,wandsworth-common,51.446185,-0.163386,Victoria,VIC,12,12,,12,6.8,yes,"Southeastern, Southern"
Peckham Rye,peckham-rye,51.470034,-0.069414,Victoria,VIC,13,13,,13,2.0,yes,"Southeastern, Southern"
Bromley South,bromley-south,51.399976,0.017344,Victoria,VIC,15,15,,23,12.0,yes,"Southeastern, Southern"
East Croydon,east-croydon,51.375454,-0.09278,Victoria,VIC,16,16,,17,9.2,yes,"Southeastern, Southern"
Lewisham,lewisham,51.465692,-0.014024,Victoria,VIC,21,21,,22,2.0,yes,"Southeastern, Southern"
Orpington,orpington,51.373296,0.089091,Victoria,VIC,22,22,,34,4.0,yes,"Southeastern, Southern"
St Mary Cray,st-mary-cray,51.394749,0.106384,Victoria,VIC,23,23,,37,2.8,yes,"Southeastern, Southern"
Bellingham,bellingham,51.432913,-0.019331,Victoria,VIC,24,24,,25,1.2,yes,"Southeastern, Southern"
Bickley,bickley,51.400104,0.045241,Victoria,VIC,25,25,,35,2.0,yes,"Southeastern, Southern"
Blackheath,blackheath,51.465796,0.008872,Victoria,VIC,25,25,,26,2.0,yes,"Southeastern, Southern"
Purley,purley,51.337579,-0.114035,Victoria,VIC,25,25,,25,2.0,yes,"Southeastern, Southern"
Chelsfield,chelsfield,51.356256,0.10907,Victoria,VIC,27,27,,28,0.8,yes,"Southeastern, Southern"
Swanley,swanley,51.393387,0.169225,Victoria,VIC,27,27,,35,6.0,yes,"Southeastern, Southern"
Gatwick Airport,gatwick-airport,51.156491,-0.161041,Victoria,VIC,29,29,,32,6.8,yes,"Southeastern, Southern"
Kidbrooke,kidbrooke,51.462121,0.027498,Victoria,VIC,29,29,,30,2.0,yes,"Southeastern, Southern"
Upper Warlingham,upper-warlingham,51.308512,-0.077952,Victoria,VIC,29,29,,30,2.0,yes,"Southeastern, Southern"
Coulsdon South,coulsdon-south,51.315838,-0.137887,Victoria,VIC,30,30,,30,2.0,yes,"Southeastern, Southern"
Horley,horley,51.168775,-0.161054,Victoria,VIC,31,31,,31,1.2,yes,"Southeastern, Southern"
Sevenoaks,sevenoaks,51.276865,0.181669,Victoria,VIC,31,31,,35,2.0,yes,"Southeastern, Southern"
West Croydon,west-croydon,51.378428,-0.102585,Victoria,VIC,31,31,,35,6.0,yes,"Southeastern, Southern"
Eltham,eltham,51.455644,0.052472,Victoria,VIC,32,32,,34,2.0,yes,"Southeastern, Southern"
Longfield,longfield,51.396155,0.300364,Victoria,VIC,32,32,,51,2.8,yes,"Southeastern, Southern"
Sutton,sutton,51.359533,-0.191215,Victoria,VIC,32,32,,48,6.4,yes,"Southeastern, Southern"
Farningham Road,farningham-road,51.401666,0.235452,Victoria,VIC,33,33,,48,2.0,yes,"Southeastern, Southern"
Woldingham,woldingham,51.290158,-0.05187,Victoria,VIC,33,33,,33,2.0,yes,"Southeastern, Southern"
Beckenham Hill,beckenham-hill,51.424583,-0.015951,Victoria,VIC,34,,Bromley South,,,no,"Southeastern, Southern"
Redhill,redhill,51.240201,-0.1659,Victoria,VIC,34,34,,39,2.0,yes,"Southeastern, Southern"
Catford,catford,51.444407,-0.026317,Victoria,VIC,35,,Denmark Hill,,,no,"Southeastern, Southern"
Merstham,merstham,51.264154,-0.150226,Victoria,VIC,35,35,,35,2.0,yes,"Southeastern, Southern"
Petts Wood,petts-wood,51.388619,0.074481,Victoria,VIC,35,39,Orpington,40,2.0,no,"Southeastern, Southern"
Meopham,meopham,51.386424,0.356952,Victoria,VIC,36,36,,56,2.4,yes,"Southeastern, Southern"
New Cross,new-cross,51.476344,-0.032426,Victoria,VIC,36,,Lewisham,,,no,"Southeastern, Southern"
Three Bridges,three-bridges,51.116924,-0.161184,Victoria,VIC,36,36,,38,2.4,yes,"Southeastern, Southern"
Hither Green,hither-green,51.452025,-0.000944,Victoria,VIC,37,,Lewisham,,,no,"Southeastern, Southern"
Hildenborough,hildenborough,51.214486,0.22759,Victoria,VIC,38,38,,43,2.0,yes,"Southeastern, Southern"
Oxted,oxted,51.257908,-0.004819,Victoria,VIC,38,38,,39,2.0,yes,"Southeastern, Southern"
Welling,welling,51.464798,0.10169,Victoria,VIC,38,38,,39,2.0,yes,"Southeastern, Southern"
Eynsford,eynsford,51.36272,0.204393,Victoria,VIC,39,39,,,,yes,"Southeastern, Southern"
Otford,otford,51.313158,0.196779,Victoria,VIC,39,39,,44,4.0,yes,"Southeastern, Southern"
Chislehurst,chislehurst,51.405557,0.057418,Victoria,VIC,40,,Orpington,,,no,"Southeastern, Southern"
Bexleyheath,bexleyheath,51.4635,0.133735,Victoria,VIC,41,41,,42,2.0,yes,"Southeastern, Southern"
Epsom,epsom,51.334393,-0.268778,Victoria,VIC,41,41,,44,2.4,yes,"Southeastern, Southern"
Rochester,rochester,51.389652,0.506855,Victoria,VIC,41,41,,60,4.0,yes,"Southeastern, Southern"
Hurst Green,hurst-green,51.244431,0.003939,Victoria,VIC,42,42,,42,2.0,yes,"Southeastern, Southern"
Shoreham (Kent),shoreham-kent,51.332219,0.18889,Victoria,VIC,42,42,,,,yes,"Southeastern, Southern"
Tonbridge,tonbridge,51.191411,0.270973,Victoria,VIC,42,42,,47,2.0,yes,"Southeastern, Southern"
Crawley,crawley,51.112214,-0.186673,Victoria,VIC,43,43,,43,2.0,yes,"Southeastern, Southern"
Haywards Heath,haywards-heath,51.005682,-0.105078,Victoria,VIC,43,43,,47,4.8,yes,"Southeastern, Southern"
Barnehurst,barnehurst,51.464959,0.159646,Victoria,VIC,44,44,,46,2.0,yes,"Southeastern, Southern"
Chatham,chatham,51.380379,0.521151,Victoria,VIC,44,44,,64,4.0,yes,"Southeastern, Southern"
Sole Street,sole-street,51.383146,0.378097,Victoria,VIC,44,44,,59,2.0,yes,"Southeastern, Southern"
Kenley,kenley,51.324777,-0.100925,Victoria,VIC,45,,Purley,,,no,"Southeastern, Southern"
Knockholt,knockholt,51.34579,0.130847,Victoria,VIC,45,,Orpington,,,no,"Southeastern, Southern"
Reigate,reigate,51.241958,-0.203825,Victoria,VIC,45,45,,50,2.0,yes,"Southeastern, Southern"
Salfords,salfords,51.201748,-0.162489,Victoria,VIC,45,,Gatwick Airport,,,no,"Southeastern, Southern"
Ashtead,ashtead,51.317874,-0.307572,Victoria,VIC,46,46,,51,2.0,yes,"Southeastern, Southern"
Borough Green & Wrotham,borough-green-and-wrotham,51.293219,0.306245,Victoria,VIC,46,46,,52,4.0,yes,"Southeastern, Southern"
Earlswood,earlswood,51.227328,-0.170823,Victoria,VIC,46,,East Croydon,,,no,"Southeastern, Southern"
Grove Park,grove-park,51.430863,0.021726,Victoria,VIC,46,,Orpington,,,no,"Southeastern, Southern"
Harrow & Wealdstone,harrow-and-wealdstone,51.592178,-0.334571,Victoria,VIC,46,,Clapham Junction,,,no,"Southeastern, Southern"
Kemsing,kemsing,51.297187,0.247428,Victoria,VIC,46,46,,52,0.8,yes,"Southeastern, Southern"
Dunton Green,dunton-green,51.29649,0.170937,Victoria,VIC,47,,Sevenoaks,,,no,"Southeastern, Southern"
Ifield,ifield,51.115623,-0.214772,Victoria,VIC,47,47,,,,yes,"Southeastern, Southern"
New Eltham,new-eltham,51.43806,0.070533,Victoria,VIC,47,,Lewisham,,,no,"Southeastern, Southern"
Gillingham,gillingham,51.386565,0.54985,Victoria,VIC,48,48,,68,4.0,yes,"Southeastern, Southern"
Balcombe,balcombe,51.055522,-0.136934,Victoria,VIC,49,,Gatwick Airport,,,no,"Southeastern, Southern"
Bat & Ball,bat-and-ball,51.289761,0.194228,Victoria,VIC,49,49,,,,yes,"Southeastern, Southern"
High Brooms,high-brooms,51.149405,0.277332,Victoria,VIC,49,49,,54,1.6,yes,"Southeastern, Southern"
Kentish Town,kentish-town,51.550495,-0.140365,Victoria,VIC,49,,Denmark Hill,,,no,"Southeastern, Southern"
Lingfield,lingfield,51.176453,-0.007165,Victoria,VIC,49,49,,49,2.0,yes,"Southeastern, Southern"
Whyteleafe,whyteleafe,51.309958,-0.081148,Victoria,VIC,49,,Purley,,,no,"Southeastern, Southern"
Burgess Hill,burgess-hill,50.953656,-0.127413,Victoria,VIC,50,50,,50,3.6,yes,"Southeastern, Southern"
Leatherhead,leatherhead,51.298818,-0.333232,Victoria,VIC,50,50,,56,2.0,yes,"Southeastern, Southern"
Banstead,banstead,51.329349,-0.213159,Victoria,VIC,51,51,,58,1.6,yes,"Southeastern, Southern"
Dartford,dartford,51.447371,0.219248,Victoria,VIC,51,51,,53,2.0,yes,"Southeastern, Southern"
Littlehaven,littlehaven,51.079751,-0.30798,Victoria,VIC,51,51,,51,1.2,yes,"Southeastern, Southern"
Sidcup,sidcup,51.43387,0.103795,Victoria,VIC,51,,Lewisham,,,no,"Southeastern, Southern"
Whyteleafe South,whyteleafe-south,51.303387,-0.076918,Victoria,VIC,51,,Purley,,,no,"Southeastern, Southern"
Dormans,dormans,51.155792,-0.004308,Victoria,VIC,52,52,,52,2.0,yes,"Southeastern, Southern"
Tunbridge Wells,tunbridge-wells,51.130234,0.26281,Victoria,VIC,52,52,,58,1.6,yes,"Southeastern, Southern"
Watford Junction,watford,51.663529,-0.396517,Victoria,VIC,52,,Clapham Junction,,,no,"Southeastern, Southern"
Wimbledon,wimbledon,51.421222,-0.206371,Victoria,VIC,52,,Herne Hill,,,no,"Southeastern, Southern"
Edenbridge Town,edenbridge-town,51.200083,0.067173,Victoria,VIC,53,,East Croydon,,,no,"Southeastern, Southern"
West Malling,west-malling,51.292021,0.418653,Victoria,VIC,53,53,,60,4.0,yes,"Southeastern, Southern"
Woolwich Arsenal,woolwich-arsenal,51.489909,0.069194,Victoria,VIC,53,,Blackheath,,,no,"Southeastern, Southern"
Epsom Downs,epsom-downs,51.323688,-0.238955,Victoria,VIC,54,54,,62,1.6,yes,"Southeastern, Southern"
Finsbury Park,finsbury-park,51.564302,-0.106285,Victoria,VIC,54,,Denmark Hill,,,no,"Southeastern, Southern"
Hassocks,hassocks,50.924616,-0.145953,Victoria,VIC,54,54,,54,3.6,yes,"Southeastern, Southern"
Horsham,horsham,51.066065,-0.319269,Victoria,VIC,54,54,,55,3.2,yes,"Southeastern, Southern"
Rainham (Kent),rainham-kent,51.366306,0.611337,Victoria,VIC,54,54,,61,2.0,yes,"Southeastern, Southern"
Strood,strood,51.396549,0.500188,Victoria,VIC,54,,Rochester,,,no,"Southeastern, Southern"
West Hampstead Thameslink,west-hampstead-thameslink,51.548476,-0.191837,Victoria,VIC,54,,Denmark Hill,,,no,"Southeastern, Southern"
Wivelsfield,wivelsfield,50.964297,-0.12079,Victoria,VIC,54,54,,55,1.2,yes,"Southeastern, Southern"
Caterham,caterham,51.282141,-0.078307,Victoria,VIC,55,,Purley,,,no,"Southeastern, Southern"
Bexley,bexley,51.440219,0.147903,Victoria,VIC,56,,Lewisham,,,no,"Southeastern, Southern"
East Grinstead,east-grinstead,51.126274,-0.0179,Victoria,VIC,56,56,,56,2.0,yes,"Southeastern, Southern"
East Malling,east-malling,51.28581,0.43928,Victoria,VIC,56,56,,65,2.0,yes,"Southeastern, Southern"
Ewell West,ewell-west,51.350045,-0.256987,Victoria,VIC,56,,Epsom,,,no,"Southeastern, Southern"
Hever,hever,51.181411,0.095069,Victoria,VIC,56,,East Croydon,,,no,"Southeastern, Southern"
Plumstead,plumstead,51.489795,0.084257,Victoria,VIC,56,,Blackheath,,,no,"Southeastern, Southern"
Dorking,dorking,51.24093,-0.324251,Victoria,VIC,57,57,,64,2.0,yes,"Southeastern, Southern"
Faygate,faygate,51.095891,-0.263019,Victoria,VIC,57,,Gatwick Airport,,,no,"Southeastern, Southern"
Greenhithe for Bluewater,greenhithe-for-bluewater,51.450372,0.28029,Victoria,VIC,57,57,,59,1.2,yes,"Southeastern, Southern"
Cricklewood,cricklewood,51.558453,-0.212677,Victoria,VIC,58,,Denmark Hill,,,no,"Southeastern, Southern"
Abbey Wood,abbey-wood,51.491062,0.121394,Victoria,VIC,59,,Blackheath,,,no,"Southeastern, Southern"
Box Hill & Westhumble,box-hill-and-westhumble,51.254012,-0.32849,Victoria,VIC,59,59,,61,1.2,yes,"Southeastern, Southern"
Crayford,crayford,51.44828,0.178936,Victoria,VIC,59,,Lewisham,,,no,"Southeastern, Southern"
Higham,higham,51.426559,0.466278,Victoria,VIC,59,,Rochester,,,no,"Southeastern, Southern"
Newington,newington,51.353342,0.668571,Victoria,VIC,59,59,,64,1.2,yes,"Southeastern, Southern"
Stoneleigh,stoneleigh,51.363401,-0.248665,Victoria,VIC,59,,Epsom,,,no,"Southeastern, Southern"
Barming,barming,51.284895,0.478958,Victoria,VIC,60,60,,68,2.0,yes,"Southeastern, Southern"
Brighton,brighton,50.829005,-0.14128,Victoria,VIC,60,60,,65,2.0,yes,"Southeastern, Southern"
Christs Hospital,christs-hospital,51.050686,-0.363556,Victoria,VIC,60,60,,66,2.0,yes,"Southeastern, Southern"
Cowden,cowden,51.155637,0.110033,Victoria,VIC,61,,East Croydon,,,no,"Southeastern, Southern"
Preston Park,preston-park,50.845944,-0.155168,Victoria,VIC,61,61,,61,3.6,yes,"Southeastern, Southern"
Worcester Park,worcester-park,51.381253,-0.245167,Victoria,VIC,62,,Epsom,,,no,"Southeastern, Southern"
Gravesend,gravesend,51.441348,0.366643,Victoria,VIC,63,63,,65,1.2,yes,"Southeastern, Southern"
Maidstone East,maidstone-east,51.27783,0.521295,Victoria,VIC,63,63,,70,4.0,yes,"Southeastern, Southern"
Mill Hill Broadway,mill-hill-broadway,51.613093,-0.24924,Victoria,VIC,63,,Denmark Hill,,,no,"Southeastern, Southern"
Plumpton,plumpton,50.928663,-0.060181,Victoria,VIC,63,63,,63,0.8,yes,"Southeastern, Southern"
Motspur Park,motspur-park,51.395196,-0.239531,Victoria,VIC,64,,Epsom,,,no,"Southeastern, Southern"
Oakleigh Park,oakleigh-park,51.637678,-0.166209,Victoria,VIC,64,,Denmark Hill,,,no,"Southeastern, Southern"
Sittingbourne,sittingbourne,51.341977,0.734684,Victoria,VIC,64,64,,69,2.0,yes,"Southeastern, Southern"
Cooksbridge,cooksbridge,50.903756,-0.009203,Victoria,VIC,65,65,,66,0.4,yes,"Southeastern, Southern"
Erith,erith,51.481671,0.175055,Victoria,VIC,65,,Blackheath,,,no,"Southeastern, Southern"
Ashurst,ashurst,51.128663,0.152652,Victoria,VIC,66,,East Croydon,,,no,"Southeastern, Southern"
Billingshurst,billingshurst,51.015204,-0.450302,Victoria,VIC,66,66,,73,2.0,yes,"Southeastern, Southern"
New Barnet,new-barnet,51.648575,-0.172997,Victoria,VIC,66,,Denmark Hill,,,no,"Southeastern, Southern"
Slade Green,slade-green,51.467786,0.190491,Victoria,VIC,66,,Dartford,,,no,"Southeastern, Southern"
Elstree & Borehamwood,elstree-and-borehamwood,51.653069,-0.280081,Victoria,VIC,67,,Denmark Hill,,,no,"Southeastern, Southern"
Hove,hove,50.835216,-0.170687,Victoria,VIC,67,67,,69,1.6,yes,"Southeastern, Southern"
Raynes Park,raynes-park,51.409173,-0.230151,Victoria,VIC,67,,Epsom,,,no,"Southeastern, Southern"
Frant,frant,51.104029,0.294543,Victoria,VIC,68,,Tunbridge Wells,,,no,"Southeastern, Southern"
Paddock Wood,paddock-wood,51.182267,0.389149,Victoria,VIC,68,,Tonbridge,,,no,"Southeastern, Southern"
Bearsted,bearsted,51.275821,0.57758,Victoria,VIC,69,69,,79,3.6,yes,"Southeastern, Southern"
Stone Crossing,stone-crossing,51.45133,0.263771,Victoria,VIC,69,,Dartford,,,no,"Southeastern, Southern"
Teynham,teynham,51.333393,0.807426,Victoria,VIC,69,69,,74,1.2,yes,"Southeastern, Southern"
Bookham,bookham,51.288739,-0.384021,Victoria,VIC,70,,Leatherhead,,,no,"Southeastern, Southern"
Holmwood,holmwood,51.181196,-0.320809,Victoria,VIC,70,70,,72,1.2,yes,"Southeastern, Southern"
Lewes,lewes,50.870632,0.011331,Victoria,VIC,70,70,,71,1.2,yes,"Southeastern, Southern"
Northfleet,northfleet,51.445846,0.324334,Victoria,VIC,70,,Rochester,,,no,"Southeastern, Southern"
Portslade,portslade,50.835683,-0.205336,Victoria,VIC,70,70,,72,1.6,yes,"Southeastern, Southern"
Potters Bar,potters-bar,51.697067,-0.192605,Victoria,VIC,71,,Denmark Hill,,,no,"Southeastern, Southern"
Radlett,radlett,51.685188,-0.317244,Victoria,VIC,71,,Denmark Hill,,,no,"Southeastern, Southern"
Ebbsfleet International,ebbsfleet-international,51.442973,0.320921,Victoria,VIC,72,,Rochester,,,no,"Southeastern, Southern"
Eridge,eridge,51.088966,0.201432,Victoria,VIC,72,,East Croydon,,,no,"Southeastern, Southern"
Faversham,faversham,51.311714,0.891045,Victoria,VIC,72,72,,80,2.0,yes,"Southeastern, Southern"
Swanscombe,swanscombe,51.449071,0.309543,Victoria,VIC,72,,Rochester,,,no,"Southeastern, Southern"
Wadhurst,wadhurst,51.073461,0.313174,Victoria,VIC,72,,Tunbridge Wells,,,no,"Southeastern, Southern"
Effingham Junction,effingham-junction,51.291495,-0.419965,Victoria,VIC,73,,Leatherhead,,,no,"Southeastern, Southern"
Hollingbourne,hollingbourne,51.265179,0.627848,Victoria,VIC,73,73,,83,3.2,yes,"Southeastern, Southern"
Pulborough,pulborough,50.957359,-0.516558,Victoria,VIC,73,73,,80,2.0,yes,"Southeastern, Southern"
Earlsfield,earlsfield,51.442337,-0.187715,Victoria,VIC,75,,Epsom,,,no,"Southeastern, Southern"
Ockley,ockley,51.151512,-0.336014,Victoria,VIC,75,75,,77,1.2,yes,"Southeastern, Southern"
Shalford,shalford,51.214323,-0.566804,Victoria,VIC,75,75,,,,yes,"Southeastern, Southern"
Shoreham-by-Sea,shoreham-by-sea,50.834427,-0.27172,Victoria,VIC,75,75,,77,1.6,yes,"Southeastern, Southern"
St Albans City,st-albans,51.750473,-0.327538,Victoria,VIC,76,,Denmark Hill,,,no,"Southeastern, Southern"
Staplehurst,staplehurst,51.171467,0.550439,Victoria,VIC,76,,Tonbridge,,,no,"Southeastern, Southern"
Glynde,glynde,50.859172,0.070077,Victoria,VIC,77,77,,77,1.2,yes,"Southeastern, Southern"
Hatfield,hatfield,51.763879,-0.215589,Victoria,VIC,77,,Denmark Hill,,,no,"Southeastern, Southern"
Horsley,horsley,51.279347,-0.435409,Victoria,VIC,77,,Leatherhead,,,no,"Southeastern, Southern"
Warnham,warnham,51.092902,-0.329464,Victoria,VIC,77,81,Horsham,83,1.2,no,"Southeastern, Southern"
Crowborough,crowborough,51.046382,0.188013,Victoria,VIC,78,,East Croydon,,,no,"Southeastern, Southern"
Harrietsham,harrietsham,51.244833,0.672399,Victoria,VIC,78,78,,87,3.2,yes,"Southeastern, Southern"
Lancing,lancing,50.827083,-0.323109,Victoria,VIC,79,79,,82,1.6,yes,"Southeastern, Southern"
Stonegate,stonegate,51.019968,0.363868,Victoria,VIC,79,,Tunbridge Wells,,,no,"Southeastern, Southern"
Stratford,stratford,51.541895,-0.003397,Victoria,VIC,79,,Clapham Junction,,,no,"Southeastern, Southern"
Amberley,amberley,50.89668,-0.541992,Victoria,VIC,80,80,,86,2.0,yes,"Southeastern, Southern"
Marden,marden,51.175176,0.493169,Victoria,VIC,80,,Tonbridge,,,no,"Southeastern, Southern"
Clandon,clandon,51.264005,-0.502766,Victoria,VIC,81,,Leatherhead,,,no,"Southeastern, Southern"
Headcorn,headcorn,51.165714,0.627482,Victoria,VIC,81,,Tonbridge,,,no,"Southeastern, Southern"
Lenham,lenham,51.234486,0.707759,Victoria,VIC,81,81,,91,3.2,yes,"Southeastern, Southern"
Harpenden,harpenden,51.814645,-0.35148,Victoria,VIC,82,,Denmark Hill,,,no,"Southeastern, Southern"
Welwyn Garden City,welwyn-garden-city,51.801048,-0.20407,Victoria,VIC,82,,Denmark Hill,,,no,"Southeastern, Southern"
Whitstable,whitstable,51.357583,1.033295,Victoria,VIC,82,82,,91,1.2,yes,"Southeastern, Southern"
Berwick (Sussex),berwick-sussex,50.840378,0.166018,Victoria,VIC,83,83,,83,1.2,yes,"Southeastern, Southern"
East Worthing,east-worthing,50.821645,-0.354894,Victoria,VIC,83,83,,,,yes,"Southeastern, Southern"
Polegate,polegate,50.821245,0.24514,Victoria,VIC,83,83,,89,1.2,yes,"Southeastern, Southern"
Selling,selling,51.277355,0.94087,Victoria,VIC,83,83,,88,0.8,yes,"Southeastern, Southern"
Vauxhall,vauxhall,51.48619,-0.122875,Victoria,VIC,83,,Epsom,,,no,"Southeastern, Southern"
Arundel,arundel,50.848215,-0.546174,Victoria,VIC,84,84,,91,2.0,yes,"Southeastern, Southern"
Etchingham,etchingham,51.010546,0.442356,Victoria,VIC,84,,Tunbridge Wells,,,no,"Southeastern, Southern"
Buxted,buxted,50.990013,0.131439,Victoria,VIC,85,,East Croydon,,,no,"Southeastern, Southern"
